member,organization,program,ein,amount,purpose
,".00 Funding will support outreach and assistance services to help elderly residents of the East Side remain independent. Chin Visiting Neighbors, Inc.",,237379098,5000,".00 To fund senior services including friendly visiting to relieve isolation and loneliness and prevent depression, escorts to medical appointments, help with shopping, health advocacy and case assistance. Johnson Visiting Neighbors, Inc."
,".00 To fund senior services including friendly visiting to relieve isolation and loneliness and prevent depression, escorts to medical appointments, help with shopping, health advocacy and case assistance. Johnson Visiting Neighbors, Inc.",,237379098,5000,".00 Funding to support general operating expenses of the visiting program to relieve isolation and loneliness and prevent depression, escorts to medical appointments, assistance with shopping, health advocacy and case assistance. Garodnick Vocal Ease, Inc."
,".00 Funding to support general operating expenses of the visiting program to relieve isolation and loneliness and prevent depression, escorts to medical appointments, assistance with shopping, health advocacy and case assistance. Garodnick Vocal Ease, Inc.",,371469320,3500,".00 Funding will support the operating costs of Vocal Ease's program, which provides volunteer musical performances for seniors at hospitals, nursing homes and senior centers. Rodriguez Vocal Ease, Inc. 371469320 * $3,500.00 Funding will be used for operating expenses of programing for seniors in D10. Johnson Vocal Ease, Inc."
,".00 Funding will support the operating costs of Vocal Ease's program, which provides volunteer musical performances for seniors at hospitals, nursing homes and senior centers. Rodriguez Vocal Ease, Inc. 371469320 * $3,500.00 Funding will be used for operating expenses of programing for seniors in D10. Johnson Vocal Ease, Inc.",,371469320,3000,".00 Funds to produce Vocal Eases live, an on-site cabaret-style performances for senior citizens at hospitals, nursing homes, senior centers and senior residences. Kallos Vocal Ease, Inc."
,".00 Funds to produce Vocal Eases live, an on-site cabaret-style performances for senior citizens at hospitals, nursing homes, senior centers and senior residences. Kallos Vocal Ease, Inc.",,371469320,5000,".00 To fund the production of on-site cabaret-style performances for senior citizens at hospitals, nursing homes, senior centers and senior residences in Council District 5 with at least 1 months notice to the general public. Dromm Volunteers of Legal Service, Inc."
,".00 To fund the production of on-site cabaret-style performances for senior citizens at hospitals, nursing homes, senior centers and senior residences in Council District 5 with at least 1 months notice to the general public. Dromm Volunteers of Legal Service, Inc.",,133234630,6000,".00 To run legal advice clinics and related services for low-income seniors in District 25. Page 31 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Kallos Volunteers of Legal Service, Inc."
,".00 To run legal advice clinics and related services for low-income seniors in District 25. Page 31 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Kallos Volunteers of Legal Service, Inc.",,133234630,5000,.00 To fund the Elderly Project staff who provide services to low-income
Manhattan,"seniors including counseling on housing, government benefits, and consumer debt, and the drafting and execution of wills, powers of attorney, and other life-planning documents. Rodriguez Washington Heights Community Services",,132792876,10000,".00 Funding to support three most utilized program offerings: English as a Second Language (ESL) Grammar, ESL Conversation and ART Class."
Levine,Washington Heights-Inwood Preservation and Restoration Corporation,"Anti-Poverty Food and Nutrition Program 132944830 * $4,500.00 To support the food pantry and the delivery of weekend meals and food vouchers to homebound seniors Rodriguez Washington Heights-Inwood Preservation and Restoration Corporation - Senior Transportation Program 132944830 * $5,000.00 Funding to support operation of Senior Transportation services. Barron Wayside Out-Reach Development, Inc. (WORD) 113528680 * $16,000.00 Funding to support the administrative and operational expenses including food,disposables, supplies, communication, transportation for seniors, educational and recreational events. Cornegy Wayside Out-Reach Development, Inc. (WORD) 113528680 * $6,000.00 The funds will be transport free meals to homebound seniors. Barron Wayside Out-Reach Development, Inc. (WORD) - Boulevard Houses Lunch Program 113528680 * $15,600.00 Funds are to be used for the lunch program at Bouldevard Houses Senior Center (food items, admistration, and transportation). Mealy Wayside Out-Reach Development, Inc. (WORD) - Mt. Ararat Senior Center 113528680 * $50,000.00 Funds will be used for educational and recreational programming at Mt. Ararat Senior Center. Mealy Wayside Out-Reach Development, Inc. (WORD) - Rosetta Gaston Senior Center 113528680 * $10,000.00 Funds to support the programming and activities at Rosetta Gaston Senior Center. Mealy Wayside Out-Reach Development, Inc. (WORD) - Tilden Senior Center 113528680 * $5,000.00 Funds to support the programming and activities at TILDEN Senior Center. Mealy Wayside Out-Reach Development, Inc. (WORD) - Van Dyke Senior Center. 113528680 * $5,000.00 Funds to support the programming and activities at Van Dyke Senior Center. Mark-Viverito West Side Federation for Senior and Supportive Housing, Inc. - Borinquen Court/Tres Puentes Senior Center",132926433,15000,.00 To provide funding for programming and services at Boriquen Court/Tres Puentes Senior Center.
Levine,"West Side Federation for Senior and Supportive Housing, Inc.",Fredrick Douglass Senior Center,132926433,5000,.00 To purchase furniture and other supplies for the Fredrick Douglass Senior Center.
Levine,"West Side Federation for Senior and Supportive Housing, Inc.",Red Oak Senior Center,132926433,5000,".00 To purchase funiture and computer supplies for Red Oak Senior Center. Gibson William Hodson Community Center, Inc. - William Hodson Senior Center"
,".00 To purchase funiture and computer supplies for Red Oak Senior Center. Gibson William Hodson Community Center, Inc.",William Hodson Senior Center,131660334,20000,.00 Funds will go towards the Congregate Meal Program at William Hodson Senior Center.
Levine,"Wilson Major Morris Community Center, Inc.",Wilson Major Morris Community Center Senior Program,133273604,10000,".00 The funds will be used to defray usage, insurance and utility costs as we provide a safe and healthy environment for seniors to receive nutritious meals, nutrition education, workshops; and housing and social services. Van Bramer Woodside on the Move, Inc. - Technology Programs for Adults"
