fiscal_year,category,initiative,award_type,member,organization,program,ein,amount,agency,purpose,confidence,name_source,absorbed_from_file,absorbed_from_line,absorbed_from_ein,disclosure_confirmed
2018,Criminal Justice Services,Alternatives to Incarceration (ATI’s),initiative_provider,,"EAC, Inc.",,237175609,1146340,MOCJ,"Funding of $5.6 million will support alternative-to-Incarceration (ATI) programs that provide individuals involved in the criminal justice system with intermediate sanctions, such as community service and substance abuse counseling as an alternative to pre-trial detention, sentence to jail or prison. In addition, this initiative supports other services for current and formerly incarcerated individuals including short-term and long-term housing, job placement and vocational training. In addition, $400,000 will provide individuals involved in the criminal justice system with a pathway to Higher Educational opportunities. Additionally, $375,000 will provide pretrial community based supervision for individuals as an alternative to pretrial detention.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,13,132645436,yes
2018,Housing,Community Housing Preservation Strategies,initiative_provider,,"EIS, Eviction Intervention Services, Homelessness Prevention, Inc.",,133311582,29729,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,172,112475743,yes
2018,Education,Dropout Prevention and Intervention,initiative_provider,Citywide,Educational Testing Service,,210634479,207000,DOE,"This allocation will support dropout prevention and intervention programs. Contracted providers offer a range of student support, school restructuring, and professional development services.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,67,112614265,yes
2018,Health Services,Viral Hepatitis Prevention,initiative_provider,Citywide,Empire Liver Foundation,,462121958,139190,DHMH,"This funding supports a range of programs and services intended to combat the spread of Hepatitis B/C and HIV as passed through intravenous drug use. In addition to Hepatitis B/C testing, services may include addiction treatment, care coordination, overdose prevention, mental health assessments, and sterile syringe access.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,141,112592651,yes
2018,Mental Health Services,,initiative_provider,,"Epilepsy Institute, The",,132608325,189103,DHMH,"This initiative supports a range of programs and services that address the needs of individuals with chemical dependencies, developmental disabilities, and/or serious mental illnesses, as well as the needs of their families and caregivers. The funding may support medically supervised outpatient programs, transition management programs, Article 16 clinics, psychological clubs, recreation programs, or other behavioral health services.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,306,135562204,yes
2018,Education,"schools, which includes intense literacy training for high -needs students. An allocation of",initiative_provider,Citywide,"ExpandED Schools, Inc.",,134004600,1550000,DOE,"This allocation will support direct educational initiatives for students including, but not limited to literacy, math, science and technology programs. Funding for Chess in the Schools ($400,000) supports chess classes during the day, school chess clubs, and teacher training. Funding for MOUSE ($275,000) supports training for middle school and high school students in technology, digital media, and computer science. Funding for ExpandED Schools ($1,550,000) supports an extended school day in middle schools, which includes intense literacy training for high-needs students. An allocation of $750,000 supports the Middle School Quality Initiative in consultation with the Department of Education. Finally, a $915,000 allocation to the United Federation of Teachers will support the Positive Learning Collaborative ($750,000) and the Dial-a-Teacher program ($65,000), and the BRAVE mental health hotline ($100,000).",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,77,136400434,yes
2018,Youth Services,Afterschool Enrichment Initiative,initiative_provider,,"ExpandED Schools, Inc.",,134004600,4000000,DYCD,"This initiative funds afterschool program providers that offer enrollment-based programs with high-quality arts and athletic activities, as well as academic enrichment and support.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,457,113112635,yes
2018,,,,Eugene,"Fenimore Senior Center, Inc.",,112772287,18375,DFTA,"Funds will be used to provide arts, crafts, educationaland other activities to local seniors, and to supplement staffing, rent, and administrative expenses.",high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,113,132666921,yes
2018,Youth Services,Sports Training and Rolemodels for Success Initiative (STARS),initiative_provider,Citywide,"Figure Skating in Harlem, Inc.",,133945168,50000,DYCD,"The Sports Training and Rolemodels for Success (STARS) Initiative offers afterschool programming promoting physical activity, healthy living and wellness for elementary, middle and high school girls.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,133942063,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"Fiji Theater Company, Inc.",,132874863,29800,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,41,133248928,yes
2018,,,,Williams,"Flatbush Shomrim Safety Patrol, Inc.",,203244567,7000,DFTA,Funds will be used to support FSSP in providing assistance programs for the elderly as well as awareness programs regarding anti-terrorism and medical concerns. The funding also supports assistance in case of emergencies such as natural disasters.,high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,115,112300840,yes
2018,,,,Deutsch,"Flatbush Shomrim Safety Patrol, Inc.",,203244567,15000,DFTA,Funding to support assistance services for various emergencies associated with seniors.,high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,115,112300840,yes
2018,Health Services,Maternal and Child Health Services,initiative_provider,Citywide,Fort Greene Strategic Neighborhood Action Partnership,,113343941,21253,DHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,122,132655001,yes
2018,,,,,"Funding will support senior programming and meals Cornegy Sumner Houses Tenants Association, Inc.",,112733344,6750,,,low,absorbed_text,data/fy18/schedule_c/fy18_appendix_a_aging.csv,388,510189327,no
2018,Children’s Services,Discretionary Child Care,initiative_provider,,"Gan Day Care Center, Inc.",,112302049,1136000,ACS,This allocation support child care programs and adds additional child care slots to certain programs.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,6,132686694,yes
2018,Public Safety,Crisis Management System – Mental Health/Therapeutic Services,initiative_provider,,"Gangstas Making Astronomical Community Changes, Inc.",,453359451,35000,MOCJ,"This allocation funds the Crisis Management System, which uses a public health approach to prevent and respond to gun violence. The Cure Violence programs funded take a public health approach to violence prevention that understands violence as a learned behavior that can be prevented using disease control methods. The Crisis Management System uses an emergency management model which supports programs intended to prevent gun violence and restores damage done to communities by gun violence and funds programs that respond to gun violence. These neighborhood networks offer legal services, hospital response programs, youth employment opportunities, school based conflict mediation, community therapeutic services, job training programs and evaluation work.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,361,112870465,yes
