fy,tier,absorbing_file,absorbing_line,absorbing_ein,absorbing_amount,absorbing_category,absorbing_initiative,absorbing_award_type,extracted_name,ein,amount,verdict,scope,n_candidates,already_in_corpus,d_organization,d_member,d_program,d_agency,d_purpose,d_source,d_status,d_fy,first_candidate_name
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,344,131623989,406000,YOUTH SERVICES,COMPASS,initiative_provider,"Development Outreach, Inc.",132997764,150000,unique,same_fy,1,0,"Development Outreach, Inc.",,,DYCD,This allocation supports programming for children in grades K-12 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,COMPASS,Cleared,FY17,"Development Outreach, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,112799128,84000,YOUTH SERVICES,COMPASS,initiative_provider,Jewish Institute of Queens,542068797,210000,unique,same_fy,1,0,Jewish Institute Of Queens,,,DYCD,This allocation supports programming for children in grades K-12 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,COMPASS,Cleared,FY17,Jewish Institute Of Queens
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,112799128,84000,YOUTH SERVICES,COMPASS,initiative_provider,NYC Mission Society,135562301,263200,unique,same_fy,1,0,NYC Mission Society,,,DYCD,This allocation supports programming for children in grades K-12 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,COMPASS,Cleared,FY17,NYC Mission Society
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,112799128,84000,YOUTH SERVICES,COMPASS,initiative_provider,"Southeast Bronx Neighborhood Centers, Inc.",132675560,126000,unique,same_fy,1,0,"Southeast Bronx Neighborhood Centers, Inc.",,,DYCD,This allocation supports programming for children in grades K-12 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,COMPASS,Cleared,FY17,"Southeast Bronx Neighborhood Centers, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,112799128,84000,YOUTH SERVICES,COMPASS,initiative_provider,"Strycker’s Bay Neighborhood Council, Inc.",131943516,134400,unique,same_fy,1,0,"Strycker's Bay Neighborhood Council, Inc.",,,DYCD,This allocation supports programming for children in grades K-12 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,COMPASS,Cleared,FY17,"Strycker's Bay Neighborhood Council, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,346,043697166,50000,YOUTH SERVICES,Sports Training and Rolemodels for Success Initiative (STARS),initiative_provider,"Armory Foundation, The",133680286,100000,unique,same_fy,1,0,"Armory Foundation, The",,,DYCD,"This initiative offers afterschool programming promoting physical activity, healthy living and wellness for elementary, middle and high school-aged girls.",Sports Training and Rolemodels for Success (STARS) Initiative,Cleared,FY17,"Armory Foundation, The"
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,346,043697166,50000,YOUTH SERVICES,Sports Training and Rolemodels for Success Initiative (STARS),initiative_provider,"Figure Skating in East Harlem, Inc.",133945168,50000,unique,same_fy,1,0,"Figure Skating in Harlem, Inc.",,,DYCD,"This initiative offers afterschool programming promoting physical activity, healthy living and wellness for elementary, middle and high school-aged girls.",Sports Training and Rolemodels for Success (STARS) Initiative,Cleared,FY17,"Figure Skating in Harlem, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,347,113427213,100000,YOUTH SERVICES,Sports Training and Rolemodels for Success Initiative (STARS),initiative_provider,"Girls Write Now, Inc.",542115054,100000,unique,same_fy,1,0,"Girls Write Now, Inc.",,,DYCD,"This initiative offers afterschool programming promoting physical activity, healthy living and wellness for elementary, middle and high school-aged girls.",Sports Training and Rolemodels for Success (STARS) Initiative,Cleared,FY17,"Girls Write Now, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,352,132972415,328800,YOUTH SERVICES,YouthBuild Project Initiative,initiative_provider,"Historic Tappen Park Community Partnership, Inc.",455576128,328800,unique,same_fy,1,0,"Historic Tappen Park Community Partnership, Inc.",,,DYCD,"YouthBuild is a comprehensive education, training, service and leadership development program that gives young adults who have left high school without a diploma the opportunity to transform their life prospects and become responsible, contributing adults.",YouthBuild Project Initiative,Cleared,FY17,"Historic Tappen Park Community Partnership, Inc."
FY17,D,data/fy17/schedule_c/fy17_schedule_c_awards.csv,355,131624228,427000,YOUTH SERVICES,YouthBuild Project Initiative,initiative_provider,Young Men’s Christian Association of Greater New York,132736022,29000,absent,none,0,0,,,,,,,,,
FY18,B,data/fy18/schedule_c/fy18_appendix_a_aging.csv,11,651209580,8000,,,,Funds will support AAFE's senior care center in District 1. Menchaca Asian Community United Society Inc.,264164117,10000,unique_by_name,same_fy,2,0,Asian Community United Society Inc.,,,DYCD,,,CLEARED,FY18,Asian Community United Society Inc.
FY18,A,data/fy18/schedule_c/fy18_appendix_a_aging.csv,12,113199040,19000,,,,"Funds will be used to support the ""Senior Stars"" Theater Program Page 1 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Cohen Bedford Park Multi-Service Center for Senior Citizens, Inc.",132745303,30000,unique,same_fy,1,0,"Bedford Park Multi-Service Center for Senior Citizens, Inc.",Cohen,,DFTA,"Funding will support recreational, educational, social programming, advocacy and counseling for seniors, as well as support the general operating expenses including rent, utilities, communications, equipment rental, printing supplies and other expenses to",Aging,CLEARED,FY18,"Bedford Park Multi-Service Center for Senior Citizens, Inc."
FY18,A,data/fy18/schedule_c/fy18_appendix_a_aging.csv,31,111630780,5000,,,,"To provide funding for the Senior Healthy Eating and Wellness program at E. Roberts Moore Senior Center. Williams Brooklyn Arts Council, Inc.",237072915,10500,unique,same_fy,1,0,"Brooklyn Arts Council, Inc.",Williams,Senior Program,DFTA,Funds will be used to support Brooklyn Arts Council in providing programs and services for senior residents throughout District 45 and the Borough of Brooklyn.,Aging,CLEARED,FY18,"Brooklyn Arts Council, Inc."
FY18,A,data/fy18/schedule_c/fy18_appendix_a_aging.csv,31,111630780,5000,,,,"Funds will be used to support Brooklyn Arts Council in providing programs and services for senior residents throughout District 45 and the Borough of Brooklyn. Lander Brooklyn Arts Council, Inc.",237072915,9500,unique,same_fy,1,0,"Brooklyn Arts Council, Inc.",Lander,Senior Program,DFTA,Provide arts programming at senior centers located in District 39.,Aging,CLEARED,FY18,"Brooklyn Arts Council, Inc."
FY18,A,data/fy18/schedule_c/fy18_appendix_a_aging.csv,38,262214534,10000,,,,"To provide Eldercare programming and outreach. Cumbo Brooklyn Community Pride Center, Inc.",262214534,6500,unique,same_fy,1,0,"Brooklyn Community Pride Center, Inc.",Cumbo,,DFTA,Funding to support operating and programming expenses to facilitate services city-wide for the LGBTQ+ community.,Aging,CLEARED,FY18,"Brooklyn Community Pride Center, Inc."
FY18,B,data/fy18/schedule_c/fy18_appendix_a_aging.csv,39,132720248,6000,,,,"Funding to provide operating support for the Brooklyn Pride parade, festival, 5k run, cultural events, entertainment and/other cultural events. Miller Calvary Baptist Church",112480945,6000,unique_by_name,same_fy,2,0,Calvary Baptist Church,Miller,,DFTA,,Aging,CLEARED,FY18,Calvary Baptist Church
FY18,B,data/fy18/schedule_c/fy18_appendix_a_aging.csv,39,132720248,6000,,,,"Funding will provide computer equipment, supplies and other consumables for seniors and youth who utilize the program. Miller Calvary Baptist Church",112480945,6000,unique_by_name,same_fy,2,0,Calvary Baptist Church,Miller,,DFTA,,Aging,CLEARED,FY18,Calvary Baptist Church
FY18,C,data/fy18/schedule_c/fy18_appendix_a_aging.csv,39,132720248,6000,,,,"Funds will be used to take trips to the movies, theatres, tours, museums, places of interest and spend quality time with grandchildren. CD28 Calvary Baptist Church",112480945,11000,unique_by_name,any_fy,3,0,Calvary Baptist Church,CD28,,DFTA,The funding will go towards the Grandparents support group that strives to provide events and activities for grandparents who are raising grandchildren.,Aging,Cleared,FY15,Calvary Baptist Church
FY18,A,data/fy18/schedule_c/fy18_appendix_a_aging.csv,84,112864728,2000,,,,"Funds will support purchase of materials and supplies for events and office equipment as needed. Rodriguez COTHOA Luncheon Club, Inc.",133608860,5000,unique,same_fy,1,0,"COTHOA Luncheon Club, Inc.",Rodriguez,,DFTA,Funding to support the provision of health/wellness activities for seniors.,Aging,CLEARED,FY18,"COTHOA Luncheon Club, Inc."
FY18,B,data/fy18/schedule_c/fy18_appendix_a_aging.csv,86,237390996,5000,,,,"Funds will be used to support COJO in assisting seniors through support services including benefit enrollment, crisis intervention; emergency assistance, home care, and insurance enrollment with in- house health insurance navigator as needed. Williams Council of Peoples Organization, Inc.",753046891,7000,unique_by_name,same_fy,2,0,"Council of Peoples Organization, Inc.",,,,,,CLEARED,FY18,"Council of Peoples Organization, Inc."
FY18,A,data/fy18/schedule_c/fy18_appendix_a_aging.csv,86,237390996,5000,,,,"Funding will be used to provide unemployed individuals over the age of 55 who have Medicaid or Medicare with lunch 5 days a week. Lander Council of Peoples Organization, Inc.",753046891,3500,unique,same_fy,1,0,"Council of Peoples Organization, Inc.",Lander,,DFTA,Funding to support general operating and programming costs.,Aging,CLEARED,FY18,"Council of Peoples Organization, Inc."
FY18,A,data/fy18/schedule_c/fy18_appendix_a_aging.csv,86,237390996,5000,,,,"Funding to support general operating and programming costs. Chin Council of Senior Centers and Services of NYC, Inc.",132967277,5000,unique,same_fy,1,0,"Council of Senior Centers and Services of NYC, Inc.",Chin,,DFTA,To support SCRIE outreach to thousands of seniors in the Council District 1 who are eligible but not yet enrolled in SCRIE.,Aging,CLEARED,FY18,"Council of Senior Centers and Services of NYC, Inc."
